gene.name,BA1,BA2,PBA
Ppan,-0.583271412,-0.65310511,-0.519358534
Angptl2,-0.94774149,0.174111034,0
Cacna1e,0,0,0
Cacna1b,-0.886965007,-0.636524219,-0.810902494
Rg9mtd2,0,-0.369667905,0
Etv1,0.738997543,0,1.155372558
Kifc2,1.223244199,2.130100812,1.316190042
Psap,-1.298634417,-0.67880408,0
Ikbkg,0,0,0
Pax2,-2.614848245,1.871215025,0
Wars2,0.783303166,0.315332529,0
Atn1,-0.605141752,0,-0.712594052
Phb2,-0.556053207,-0.383945971,-0.376562684
Ptpn6,-2.759275333,-1.958590722,-2.059985296
Eno2,-1.614289,-0.969342811,0
Emg1,0,0,0
Lpcat3,-0.663737618,-0.333699882,-0.335933391
Atp6v1f,-0.887484869,-0.920267008,0
Il12b,-9.166753964,0,0
Clcn5,-1.145718744,-0.843945745,-0.809323605
Clcn3,0,0,0
Hif3a,1.820517238,1.915323533,2.350586893
Gpx6,0,0,0
Gpx5,0,0,0
Pde1c,0.959650479,1.019377648,0
Utp20,-1.372921604,-1.412174025,-1.649779318
Spic,0,0,0
9330159F19Rik,1.215354421,0,1.298506716
Cul3,0,-0.302897477,-0.410662871
Sst,4.955986517,2.422220963,3.182024604
Il11,-2.334366748,-3.055757439,0
Large,-1.339948153,-1.212952128,-0.865766765
Ddx56,0,0,0.279624732
Tmed4,0,0,0.436362756
Emid2,1.83434848,1.357671573,0.342542457
Bid,-0.911996802,-1.119688779,0
Ralb,-0.733032146,-0.925971354,-0.506657373
Ppp1cc,1.853924287,1.213323234,1.50898293
Dnajb11,-0.990790153,-1.443037111,-1.613819706
Tbccd1,0.395982178,0.372330408,0
Clec11a,0,0,0
Zfp324,0,0,0
Gab2,0,0,0
Coro1c,-1.717647847,-1.64558345,-1.950111236
Tax1bp1,-0.427115898,-0.69358341,-0.61986325
Psg17,0,0,0
Psg19,0,0,0
Ctse,0,0,0
Ndrg2,0,0,1.955882226
Mettl17,0.862492885,0.784280343,1.271575625
Arhgef40,0,0.292589833,0.326826807
Pnpla6,0.635543135,0.718042146,0.733270502
Mcoln1,-0.350096904,-0.3458488,0
Arhgef18,-0.367437208,-0.295820505,-0.684931068
Pkn2,0,-0.267861064,-0.447718352
Cd33,0,0,0
Etfb,0,0,-0.307807232
Nkg7,0,0,0
Lim2,0,0,0
Stxbp2,0,0,0.984125605
Pcp2,0,4.764578563,3.618431294
Sgce,-0.765420605,-0.635226192,0
Chn2,-0.82011096,-0.958234475,-1.051803411
Wwox,1.077521322,1.232661564,1.254236738
Slbp,0.451600134,0.509132459,0
Tyr,0,0,0
Ghrhr,0,0,0
Aqp1,0,0,1.672008313
Arid3b,0.600179681,0.45386544,0.838329612
Cnn2,-2.623778656,-2.486103287,-1.968004254
Polr2e,-0.43528259,-0.469481425,-0.52315446
Abca13,0,0,0
Myo9b,-0.290856329,0,-0.366246112
Hdac9,0,0.779199377,0
Ly9,-4.435458814,-4.612205426,-3.576905319
Cd244,0,0,0
Emr1,-5.115580078,-4.092425797,-4.324908023
Mtfp1,2.341087916,1.921268763,1.592444569
Rab23,-0.412165648,0,-0.410456255
Rab11a,-0.729494357,-1.081587197,-0.321816505
Eif2b2,-0.520134695,-0.244105907,-0.517680229
Dlst,-0.357952487,-0.324202535,-0.183384783
Pgf,1.572412716,1.501972546,2.785057256
Ulk2,0,0.45462159,0
Ccl24,0,0,0
Dgkq,0.463239666,0.613317179,0.621130199
Tmed11,0,0,0
Grap,0,0,0
Pou1f1,0,0,0
Chmp2b,0,-0.297152375,0
Plod3,-1.648780004,-1.880236498,-1.098253015
Ap1s1,-1.178718153,-0.979478024,-0.943477951
Mapk13,2.548814743,2.836010784,3.136279258
Srpk1,0.774585207,0.528704587,0.220799785
Pax3,0,-1.997258344,0.965709186
Lbr,0.620163472,0.662815692,0
Crabp2,2.274774346,2.542001717,2.627230659
Nes,-1.944999222,-2.242630679,-2.946307251
Bcan,-3.899068839,0,0
Hapln2,0,0,0
Prcc,-0.493944578,-0.284885309,0
Rrnad1,0.870154227,0.781562483,0.510793364
Hdgf,-0.653282179,-0.660109544,-0.72622203
Slc25a18,0,0,0
Thop1,0,0,0.298624972
Apba3,-0.487729004,-0.332839106,0
Matk,2.217342774,3.023660757,2.984724894
Pias4,-0.460376474,0,0
Map2k1,-0.788222654,-1.039350036,-0.715150002
Sgta,-0.781087512,-0.486512326,-0.373683014
Itgb1bp3,0,0,0
5730437N04Rik,0.639320247,0,0
Dtx2,-0.546400385,-0.35257143,-0.264675591
Zp3,0,0,0
Hspb1,-3.244128508,-5.165939205,-1.040039728
Rasa4,-2.141754657,-1.654669903,0
Syt5,-1.211834205,0,0
Hnrnpa2b1,0.771913772,0.469514368,0
Fxyd4,0,0,0
Ccdc130,-0.420395202,0,0
Mri1,0,-0.455297557,0
Prkacb,0,0,0
Sgsh,0,0.487586551,0.37107072
Chd5,-1.260449421,-1.469978718,-1.092007678
Cstb,-1.740557969,-1.776617993,-1.725888524
Sh2b2,0,0,-0.393356704
Pex5,0.251064898,0,0.479301862
Jkamp,0,0,0
Cd44,-5.183591287,-5.109049668,-2.073736106
Slc1a2,0,0,0
Eif2ak4,0.410271852,0.481643731,0
Wdr1,-1.585594409,-1.375766639,-1.286336813
Slc2a9,-2.993197894,-2.291563088,-0.98509474
Wisp1,-4.333484295,-3.509417383,-3.477374631
Ndrg1,-2.943094476,-2.209472577,-1.586727537
4930550C14Rik,0,0,0
Man2b1,-1.57934476,-1.150220365,-0.567750218
Klf5,-4.264952901,-4.866611083,-3.768303755
Wdr83,0.410812975,0,0.537229352
Prdx2,0.681052303,0.804868477,0.950468343
Polr2a,0,0.289193382,-0.908109245
Shbg,0,0,0
Senp3,0,0,0
Corin,1.952257892,3.424226073,4.009750112
Plekha8,1.148444393,1.064447867,0.659985059
G6pc2,0,0,0
Spc25,0.448904224,0.514389256,0.340106171
Dnahc2,3.690910121,3.439544767,3.067019946
Ripk4,2.457804368,3.048337496,3.052973893
Ufd1l,0,0,-0.325660008
Zfp287,0.519323609,0.980690902,0
Prlr,0,0,-1.190087483
Letm1,-0.339287006,0,-0.516893381
Ubqln1,-0.506795211,-0.594998716,-0.56307544
Fgfr4,0,0,0
Cadm3,0,0,0
Fcer1a,0,0,0
Txn2,-0.377034343,-0.270283392,0
Casp14,-3.829749911,0,-2.520588927
Slc1a6,-3.372262638,-2.032115478,-4.690882978
Slc1a3,0,1.2666617,0
Crbn,0,0,0
Il5ra,0,0,0
Msh6,0.35480791,0.31649248,0
Fbxo11,-0.292333701,-0.494785785,-0.697755941
Mlxipl,5.58133953,6.51870936,3.683083493
Tbl2,0.570744025,0.714305744,0.286579937
Wbscr22,-0.397269171,-0.456277712,-0.370058633
Nid1,-2.008947492,-2.479581766,-1.920767449
Mcm5,0.638252255,1.287275547,0.308020734
Hmox1,-3.353362871,-3.130347069,-2.167955104
Mprip,-0.76422645,-0.798456594,-0.949569566
Cic,-0.711378477,0,-0.649409057
Pafah1b3,0.823478705,1.054228223,1.146163149
Il27ra,0,0,0
Prkaca,-0.341586531,0,0
Asf1b,0.721423047,1.127878163,0.810971532
Myl10,0,0,0
Ddx39,-0.392554786,-0.870388161,0
Dnajb1,-0.681805935,-0.864964747,0
Msh4,0,0,0
Usp40,0,0,0
Evx1,-5.068284699,-10.66351681,-4.408107665
Kbtbd4,0,0,0.425614881
Celf1,0,0,-0.280616515
Ndufs3,0.716255011,0.682380552,0.86362835
Por,-0.314640621,-0.742527004,-0.529212236
Igf1r,-0.727575066,-0.669826092,-1.447585763
Insr,0.338238237,0.36622037,0
Fcer2a,0,0,0
Cyp2a5,0,0,0
Atp4a,0,0,4.018917181
Trim28,0.648502861,0.711298116,0.876951163
Ube2m,-0.630879881,-0.609050353,-0.516787974
Adcy9,0,0,-0.88921819
Mef2c,-1.568771922,-2.130895104,-2.490428143
Ctr9,0,0,-0.386549885
Eif4g2,-0.4486133,-0.449326858,-0.618429286
Mrvi1,-1.290802684,-0.947447537,-1.670120528
Pcyt1a,-0.913832007,-1.049633202,-0.966140098
Zfp592,-0.646274987,0,-0.255208788
Psmd4,0,-0.263172149,-0.291766393
Tmod4,2.394104355,1.850202185,2.028881591
Insrr,2.14270497,5.154639005,3.916117249
Cabp5,0,0,0
Snx6,0.98644344,0.603429265,0.590724665
Mthfd2,-0.565040605,-1.015881978,-1.107029755
Kit,0.900856156,1.466269942,0
Tomm40l,0,0,0
Nr1i3,0,0,0
Apoa2,0,0,0
Pan2,1.288979065,1.601096183,1.100203982
Cs,-0.454704169,-0.509935019,0
Ampd3,-2.223562721,0,0
Bcas2,0,-0.264443403,-0.786373366
Sh2d1a,0,0,0
Ctcf,0.849997372,0.758326529,0.309580967
Pard6a,0,0,0
Agrp,0,0,0
Pvalb,0,0,0
Tfap4,1.767749072,1.558071138,1.456586338
Ranbp1,0,0,-0.686344042
Cd247,2.623727507,2.308674103,0
Rfx5,1.900540762,1.737236033,1.384273117
Psmb4,0,-0.43345918,0.272942872
Mmp8,-5.664381853,-4.401004864,-3.671862247
Slc30a4,-1.488185819,-1.775095836,-0.603869335
Sqrdl,0,0,0
Pldn,0,0,0
Metap1,-0.708362078,-0.659429944,-0.609523082
Gpr108,-0.320275171,0,0
Tnfsf14,0,0,0
Gata6,-2.690733284,-2.555681712,0
Rsl1d1,-0.246453319,-0.623981996,-0.730524306
Cnga2,0,0,0
Apc,-0.213945464,0,-0.369101146
Reep5,-2.21790454,-1.770576168,-1.4913742
Ergic3,-0.816678029,-0.656520465,-0.389533666
Uqcc,0,-0.48219472,0
Spo11,10.31567574,5.727497402,0
Ncoa2,0,0,0
Prl4a1,0,0,0
Trh,0,3.960379447,3.851231419
Nr2c2,0.730531866,0.89336688,0.259346471
Nr2c1,0.920446513,1.122922374,0.54168677
Smpd4,0.580411563,1.091523415,0.377508577
Pex1,0.826134911,0.821373855,0
Otx1,4.449865743,4.889678771,3.85906157
Kctd20,0,0,0
Itgae,0,0,0
Ctns,0,0,0
P2rx5,-1.869807618,-3.943686827,-3.999576688
Shpk,-3.484050126,-2.581954799,0
Trpv1,0,0,0
Ephb3,0.495417672,0.656441239,0.991195104
Tuft1,-0.940176839,-1.602442024,0
Rcn1,-0.706570412,-0.980679031,-0.513182298
Dnase1,0,0,0
Trap1,0.379227613,0.327601041,0.242563206
Nat15,0,0.29191718,0.514556186
1700037C18Rik,0,0,0
Ankrd13d,0,1.156099166,0.511367933
Tyrp1,0,0,0
Tpr,0,0,-0.723088086
Pdc,0,8.479146915,0
BC003331,0.417268766,0.290224081,0
Prg4,-3.85581774,0,0
Dhx34,0.842212397,1.268070553,1.333210974
Kptn,0.521324654,0.526195558,0.964342114
Napa,-1.024562409,-0.676078531,-0.244130969
Sra1,-0.265237265,-0.50142876,0
Calcoco2,0,0,0
Atp5g1,0.630316863,0,0.714791211
Snf8,-0.491197136,-0.608857651,0
Tbcb,0,-0.308587105,0
Inpp5k,0,0.837291975,0
Crkl,0,0,0
2310043J07Rik,5.221208455,5.189893287,4.377330535
Eps8l1,4.449838316,3.052811238,2.416822708
Clint1,-0.403280029,-0.479492043,-0.730134174
Prss16,0,0,0
Cdkal1,0,0,0
Rhox6,0,0,0
5430419D17Rik,0,0,0
Htra1,-2.040455439,-3.129083404,-1.591937439
Zbtb17,0,0,0
Clcnkb,0,0,0
Fam131c,0,0,0
Fblim1,-0.249145993,0.362300302,-0.474691107
Hspb7,-4.482194424,-7.000550255,1.975114077
Epor,-0.973515658,0,0.878176382
Ccdc159,1.085451934,1.462137717,1.308544486
Mob1b,-0.492850707,-0.739022229,-0.511134406
Atp6v1b1,0,0,0
Vax1,0,0,0
Atp6v1b2,-0.458326793,-0.558507657,0
Eps15l1,0,0,-0.298118955
Tep1,0,0,0
Ttc5,0.959592458,0.77420862,0.959557619
Osgep,0.991886185,1.097121279,0.655283055
Aamp,-0.470733964,-0.667771301,-0.607406867
Tmbim1,-3.086155292,-2.786797281,-1.351546266
Arpc2,-1.641328222,-1.639343627,-1.289495706
Wbp7,0,0.253339142,-0.436929931
Zbtb32,0,-2.942622499,0
Etv2,0,0,0
Upk1a,0,0,0
Tmem147,0,0,0
Rps9,0.408748344,0,0.649709131
Tfpt,-0.446991085,-0.777906584,0
Susd2,0,0,0
Ggt5,0,3.395965045,3.025252652
Ggt1,0,0,0
Crip2,-2.007012078,-2.19875727,0
Crip1,1.177621171,0,3.253895554
Cbfa2t3,0,2.011951442,0
Fbln1,0.878504639,1.348287076,1.109079007
Pgrmc1,-0.888422776,-1.067829537,-1.162086965
Gcat,1.462518865,1.279092047,0.691942722
Tek,1.758497419,1.383819928,1.891088829
Mpl,0,0,4.410315826
Elovl1,-2.266899228,-2.161181099,-1.326461849
Med8,0.219302841,0,0
Hyi,0,0,0
Cdc20,0.307996482,0.576693727,0.616216164
Adamts4,-0.651557967,-0.635984465,-0.962420214
Pvrl4,0,0.56728527,0.937125142
Pfdn2,-0.548008383,-0.685852785,-0.483835358
Rnf114,0,0,0.366263834
C330007P06Rik,-0.274444553,0,-0.669103192
Neurl1a,0.348356178,0,0.440376905
Srm,-0.998826609,-0.991433882,-1.157435877
Epha2,-4.874274955,-5.013603318,-3.672530182
Rbm14,0,0,-0.213828024
Actn3,-3.001118907,-2.498107147,-2.243122431
A530013C23Rik,0,0,0
Zdhhc24,0,0,0
Bbs1,1.311925463,1.358961623,1.530611376
Slc34a3,0,0,0
Ndor1,0.270444109,0.476004853,0.348770746
Nelf,0.715368203,0.826969313,1.047914341
Prl7a1,0,0,0
Prl8a9,0,0,0
Pdk1,2.561374359,2.323516685,3.514563059
Ptbp1,0,0.211577313,0.317332615
Mvd,0,0,0
Cyba,-2.345230114,-1.60801193,-1.45524837
Itih3,0,0,0
Tmem110,0.313773853,0.848193463,0.456328564
Sfmbt1,0,0,0
Itih1,0,0,0
Ihh,0,0,0
Prkag3,-4.763984715,-4.495993108,-2.506113619
Cryba2,0,0,0
Atp7b,1.473248321,2.265186071,4.043441608
Defb2,0,0,0
Slc4a1,-1.543595074,0,0
Rundc3a,1.475675742,0,0
Slc4a3,1.228572394,1.71623574,1.039289866
Cdt1,0.390128233,0.951640098,0.765251232
Runx1t1,0.369946224,1.323716632,0
Snai3,0,0,0
Aprt,-0.764317949,-1.045667731,0.242690058
Gtf2h1,-1.34310118,-1.465073732,-1.40378429
Hfe,0,0,1.467492072
Abhd1,-1.064747887,-1.082801553,0
Slc5a6,-0.594766009,0,0
Tcf23,0,0,0
Nphs1,0,0,0
Aplp1,0,0.656522839,1.141300242
Qrich1,-0.358808534,-0.203950028,-0.253625848
P4htm,1.259783579,0.973300835,1.862732967
Usp19,0,0,0.287550797
Pola1,0.678231385,0.743151445,0
Cdc42,-0.684512383,-0.601804717,0
Pknox1,0.392674043,0.370463757,0.434942408
D130043K22Rik,0,0,0
Gmnn,1.267097853,1.291342326,0.503330626
Acot13,0,0,0
Zfp184,1.551562616,1.303974877,1.498640192
Cyp27b1,0,0,0
Cdk4,0.411993215,0.352675871,0.753066358
B4galnt1,-1.832848746,-1.33624198,-1.191744134
Mettl1,0,0,0
Tspan31,-0.556924962,-0.56642471,-0.329146343
Kif5b,-0.852894435,-1.148926887,-1.528536424
Saal1,1.42707091,1.437357684,1.219516636
Tph2,0,0,0
Krt23,0,0,0
Cnp,1.052542143,1.090692031,1.58487681
Ttc25,2.474275141,0,2.963138898
Sulf2,-1.131433389,-0.364084807,0
Sod2,-0.605352237,-0.502180316,-0.543995416
Tmco6,0.814611857,1.021749512,0.653378869
Stambp,-0.764976219,-0.402235917,0
Ezh1,1.386098123,1.99787746,1.290106616
Hap1,0.869257868,1.209238353,0.761638817
Leprel4,-0.83366551,-1.399225436,-0.8239929
Ctnnb1,0.695955281,0.546319615,0.62746638
Eif1b,-0.338587372,-0.681486804,-0.350544057
Klk4,-4.546647823,0,0
Chrd,0.975589058,0.997220339,0
Psmd2,-0.364984027,-0.476588516,-0.472479057
Syngr3,0,-0.780541448,0
Vars,0.564247723,0.740123017,0
D17H6S56E-3,-2.665642091,0,0
Hspa1l,0,-3.322256868,0
Slc44a4,0,0,0
Msh5,1.689995396,1.832641342,1.440734916
Abhd16a,-0.371300696,0,0
Neu1,0,0,-0.524423933
Ddah2,0,0.280905607,0.462837038
Clic1,-2.289274775,-2.247716575,-1.148435701
Ly6g6c,0,0,0
Lsm2,0,0,0
Pole,1.922976877,2.369992669,1.474640857
Atp1a2,-1.215253943,-1.57146775,1.015786123
Atp1a4,0,0,0
Casq1,-2.574660998,-2.714213669,0.520253276
Stx1a,-0.50372356,-0.545764415,0
Ceacam9,0,0,0
Zfp775,1.782605411,1.866484989,1.617179482
Scube2,0,0,0
Mrpl49,0,0,0
Dennd2c,-2.356751735,-1.876550182,-1.955269027
Mark3,0,0,0
Gatad1,-0.424358418,-0.913548406,-0.738565267
Pcdha4,0.765278757,0,0
2310003L06Rik,0,0,0
M6pr,-0.943842921,-0.941375153,-1.277379884
Lrrc8a,-0.919492743,-0.573183654,-0.588832506
Mc5r,0,0,0
Ppp2r1a,-0.561775836,-0.362602068,0
Fance,0.560794689,0.582302063,0.538675804
Tinf2,0,0.506990451,0
Tssk4,1.175021389,1.400893685,1.788990568
Hapln4,0,0,0
Dus3l,0,0,0
Gtpbp3,0,0,0
Tgfbr1,0.219842548,0,-0.157021252
Homer1,0,-0.758239009,-0.6520395
Rad51c,2.11510704,2.563676995,1.503758004
Gabrb2,1.019635309,0,1.560712944
Cav1,-4.839325525,-4.465446225,-3.004657865
Arpp19,0,0,0
Bcl2l1,-2.112485384,-1.707233071,-1.829811104
Khsrp,0,0.682099078,0
Dio2,-1.444211548,-1.617112117,0
Ccdc124,-0.5158545,-0.558914895,-0.664896849
Cct4,-0.248894766,-0.731521106,-0.533891333
0610009B22Rik,0.647406962,0,0.613174524
Cpt1c,-2.472875545,-2.166456985,-1.735743686
Twist2,1.181027408,1.394043929,0.655329356
Zfp655,-0.494440678,-0.895288818,-0.669635643
Rhoa,-0.517510025,-0.793941439,-0.555261845
Zmiz1,0,0.464871896,0
Ankrd26,0.760814674,0.775562442,0
Aldh16a1,0.623129507,0.746545907,1.161408858
Hnrnpa0,0.867322184,0,0.632208939
Prrg2,-0.586304726,-0.371222527,0
Hnrnph1,0.54249696,0.22708886,0
1700019E19Rik,0,-0.528073839,0
Id3,-1.155556933,-1.638937788,0.760209766
Tcap,-2.245500608,-3.684305125,0
Arid1a,0,0.316649747,-0.369285285
Crlf1,1.343663148,-1.822274351,0
Ctsd,-3.509702793,-2.754173527,-2.186674022
Rplp1,-1.065855353,-0.666914502,-0.389637663
4931407G18Rik,0,0,0
Hmgcll1,-1.026326022,0,-0.69515923
Ttc9b,0,0,0
Phox2a,-3.528836994,0,0
Abhd8,0,0,0.399814684
Rabl5,0,0,0.54679447
Fzd3,1.173571753,0.686271684,0.67847603
1700008O03Rik,0,0,0
Mid1ip1,-0.353337607,0,0
Ap2s1,-0.358964404,-0.507995186,0.35645549
Fgfrl1,-0.305135409,0,0.518623189
4930432K21Rik,0,0,0
Fhl2,-3.79904976,-3.667463081,-1.588192327
2310044H10Rik,-1.22497226,-0.560902779,-1.167460833
Clstn3,2.058353204,3.116952149,2.737206085
Fbxw9,-2.014746067,-1.814472932,-0.946083973
Spib,-2.248234527,0,0
Fnbp4,0,0.345984868,-0.248505966
Lass4,0.509086064,0.740858611,0.545373136
Scrn3,0,0,0
Phax,0,-0.269207114,0
Tle1,0.317324685,0.251973166,0
1700109H08Rik,2.861976197,1.871052661,1.776309173
Relt,-1.508713824,-1.817914132,-1.543463003
Snrpb2,0.436015161,0,0
Ubc,-0.678374486,-0.667049761,0
Prpf31,0.384494025,0,0
Sertad1,-3.4064527,-3.432586784,-1.998881292
Carhsp1,-0.701019412,-0.473119153,0.382106197
Elk3,-1.242069112,-0.914382334,0
Herpud2,-1.3239019,-1.207899472,-1.210535867
Rdh13,0,-0.709483225,-0.368648421
Adam21,0,0,0
Nutf2,0.602446757,0.593007712,0.670969302
Fut1,0,0,0
Arpc5,-1.096165353,-1.292349066,-0.767232824
Rnf151,0,-1.415238206,0
Elavl2,-1.279187268,-1.751940307,-1.699553646
Pou2f2,-2.750786839,0,-3.185457503
Mgst1,3.323147738,3.489133285,2.897600733
Nfib,0,0.281513567,-0.886577687
Htr3b,0,0,0
Rab25,3.413664121,4.167524074,4.392821198
Ubqln4,-0.57717664,-0.254643547,0
Rbfox1,0,0.744816372,0
Rps18,1.235277135,0.486891013,0.964253361
Rpl10,1.041473245,0,1.036435323
Rps15a,0.501506364,0,0
Zfp955a,0.625195266,0,0
Ncaph2,0.309780004,0.456088254,0
Hipk1,-0.303859946,0,-0.370634746
Gprc5b,0,0,-0.642145695
Man1a2,0,-0.255581423,-0.375765111
Ceacam5,0,0,0
Tppp2,0,0,0
Acyp1,0,0,0
Cldn13,-1.490410955,0,0
Cd163,0,0,0
Hdac5,-0.519584436,0,0
Rala,-0.652047594,-0.935289235,-1.00040991
Clec3a,0,0,0
Vdac3,0,0,0.352085379
Slc1a7,0,0,0
Vps72,0.876783614,0.750435557,0.667123891
Gabpa,0,0,-0.626319059
Bmp7,3.925525787,3.758510063,3.282695526
Dynll1,0,-0.399367735,0
Pdcl,0,-0.363468836,-0.297878566
Tmem184b,-1.146413639,-0.496493616,-0.776807728
Gm5965,0,0,0
Rtdr1,0,0,0
Nf2,0,0,0
Cabp7,0,0,0
Zmat5,0,0,0.708567948
Ewsr1,0.371398722,0.53369156,0
Ap1b1,-0.651393759,0,0
Derl3,1.838412419,1.593357666,-0.909968404
Gstt4,0,0,0
Tbx1,2.314150832,1.627979491,1.874450329
Gnat2,0,0,0
Bcl2l13,0.40052443,0.528450839,0.433931964
2610028H24Rik,0,0,0
1700027D21Rik,0,0,0
Dqx1,0,0,0
Ccl8,0,0,0
Lnp,0,0,-0.513437892
2310007L24Rik,0,0,0
Tmem8c,-5.184669978,-4.093940687,-7.157063621
Fam163b,0,0,0
Trpm5,0,2.926074764,0
Ascl2,-2.637239072,-2.844745221,-3.163806311
Rarres2,-1.202423568,0,2.303297522
Pttg1ip,-1.430321334,-1.160031422,-0.527271533
Trpm2,-1.897814257,0,0
Ube2g2,-1.280587661,-1.30805389,-1.3818139
Mpo,2.2837502,3.311756283,6.037144613
Lpo,0,0,0
Met,-2.555155292,-1.3499983,0
Slc16a12,0,-1.237973219,1.087844222
Syn2,0,0,0
Elk1,0,0.398207369,0
Nav1,1.705124074,1.785144734,0.820372948
Tnpo1,0.33390347,0,0
Myod1,-3.195967746,-2.906735742,-3.680239702
Otog,-4.231934366,0,-3.976090011
Rnmt,0,0,0
Kcnq1,0,0,3.495237074
Srp14,-1.010825693,-1.06634684,-1.276658772
6330409D20Rik,0,0,0
Cdk9,-0.479716876,-0.505056194,0
Tor2a,-0.473638153,0,0
Fpgs,-1.34222605,-0.95330912,-0.732626001
Mkl2,0,0.270914701,-0.29083596
Cbx5,0.894470017,0.686582316,0
Odam,-7.920342829,-9.302191777,0
Apobec3,0,0.927760896,0
St6galnac1,0,0,0
Taf7l,0,0,0
Sardh,-1.548405406,0,0
Vav2,0.562383655,0.358284439,0.501805794
Tex15,-1.395552432,-0.637005312,-1.302236454
Ppp2cb,-0.965508793,-1.119805511,-0.704516959
G0s2,0,0,1.20554607
Dmap1,0.390727971,0.835520916,0.625201585
Pla2g12b,0,0,0
Ccdc109a,-0.838527155,-0.844196457,-1.675274941
Oit3,0,0,0
Tex11,0,0,0
Bcr,0.671620156,0.626997795,0.602169256
Fxyd5,-3.067559956,-1.833835493,0
Kcnd1,0,0,0
Tfcp2,0.833186439,0.971384137,0.858526911
Pou6f2,0,0,0
Pou6f1,1.381450304,1.937963871,1.226883732
Ubp1,0,0,-0.318079063
Nuak2,-4.773653774,-5.073552442,-2.636920217
Ick,0.43135153,0.406045095,0.36993096
Sdhb,0,-0.364267006,0
Cox4i2,1.277996375,1.838044816,2.843659683
Snap47,0,0,0
Wnt3a,5.574664316,10.96963192,0
Kdsr,-0.383480127,-0.735195814,-0.530753069
Vps4b,0,0,-0.474702458
Rps25,1.053864111,1.105468088,1.83934154
Nxf2,0,1.521680477,0
Taz,1.127857751,1.295086542,1.393132976
Kif19a,2.626332674,2.030403956,2.102009937
Aldh3a2,0.414392936,0.664849833,0.424324047
Zmynd10,0,0,0
Tmem115,-1.107803941,-0.872968011,0
Hyal2,0,0,0.904649687
Ifrd2,0,0,0
Hyal1,-0.556297151,0,0
Tusc2,-0.766148314,-0.458573883,0
Nprl2,0,0.36606161,0.882935397
Slc38a3,2.287689281,2.615302548,2.849379671
Cacna2d2,2.655222315,3.56033694,2.984965355
Rassf1,-1.788880975,-1.945937345,-1.190908202
Epn3,2.404622439,3.646112769,4.514091204
Rnf112,0,1.79622641,1.670339638
Slc3a2,-1.71785009,-1.475537418,-1.535795327
Nxf1,0.568194039,0.526821268,0.502402405
Stx5a,0,0,0
Slc47a1,0,0,3.888853863
1700027A23Rik,0,0,0
Tnfrsf13b,-1.673327018,0,-2.006512689
Spire2,0,0,0.925342002
Prox1,-0.80202673,0,0
Raver1,0,0.382828296,0
2610507B11Rik,0.298230471,0.340580857,0
AI597479,0.564161704,0.328589615,0.323765117
Tmem86a,-0.746871056,0,0.960666288
Optc,-1.626648331,-1.645736751,-2.386264125
Tex14,0,0,0
Ifi35,-3.986382441,-3.486770997,-2.566131404
Rdm1,1.347665921,1.82102328,1.417617261
Nedd8,-0.651354033,-0.890163954,-0.817350716
Gosr1,-0.274987105,-0.401969127,-0.484381401
Mrpl52,-0.665826675,-0.699434259,0
Spaca7,0,0,0
4632411B12Rik,0,0.181312054,0
Eya4,0,-0.427713276,-1.141177893
Ebf3,0.504653728,1.053836044,0.91450211
Gm16119,0,0,4.075283112
Myt1,0,0,0
Faf1,0,0,0
Gm266,2.576899419,1.268564934,1.559001133
1700021C14Rik,0,0,0
Mettl16,0,-0.346630853,-0.565604553
Dazl,0,0,0
Apol7a,0,0,0
Pigyl,0,0,0
Rbm25,0.28372007,0.222594125,-0.310314333
Psen2,-0.754491883,0,0
Acaa1b,0,0,-1.615405368
Plcd1,1.226171891,0.705339312,0.960781169
Fads1,0.383873053,0.780743798,0
Lmbr1,2.134182863,2.000634983,1.404794707
Tnfrsf22,0,0,-0.595761487
Cars,-0.673676532,-0.779229786,-0.988393497
Phlda2,-3.856584001,-3.911452321,-2.510674494
Asz1,0,0,0
Wnt2,0,0,2.846508103
Gabra1,-1.620922296,-1.741792773,0
Grid2ip,0,1.479980307,2.288563492
Kdelr3,-2.373597008,-2.10707104,-0.921064495
1700006E09Rik,0,0,0
Apip,-0.314357005,0,-0.774153778
Pdhx,-0.350415404,-0.382702111,-0.618855273
Vac14,-0.749191043,-0.306490137,-0.56489316
Mcoln2,0,0,0
Slc5a1,-8.623895086,-7.699745356,0
1700049J03Rik,0,0,0
Akt1s1,-1.364828287,-1.485917619,-0.771577632
Tbrg1,-1.030269759,-1.036747626,-0.544017447
Panx3,-3.661048668,-5.731513018,0
Adssl1,0,0,1.144615764
1700026D08Rik,0,0,0
Brf1,0.800465374,0.657062691,0.690685223
Vipr2,2.521253775,5.334352325,3.335940732
Odc1,-1.624856169,-1.912064374,-1.121061432
Thg1l,-0.381072928,-0.614625122,-0.97224082
Adam19,-2.531637484,-2.192942966,-1.656076541
Pabpc4,-0.623380653,-0.464477247,-0.396191511
Exoc3l2,2.125518745,2.763629752,3.991003016
Zfp296,-1.499613058,0,0
Plin5,0,0,0
Sugp1,-0.763915106,-0.277064222,-0.42847123
Dmrtc2,0,0,0
Gm5893,0,0,0
Dhdh,1.483914382,2.633332145,1.379562917
Zfp790,0.259677111,-0.271291946,-0.279779847
Cpb1,-9.294233245,-4.064658333,0
Slc25a41,0,0,0
