gene.name,BA1,BA2,PBA,BIO,BIOw1,BIOw2,MUT1,MUT2,MUT3
Fkbp11,1,0,0,0,0,0,0,0,0
Ddx23,0,0,0,0,0,0,0,0,0
Pld3,0,0,0,0,0,0,0,0,0
Grik5,0,0,0,0,0,0,0,0,0
Cd79a,0,0,0,0,0,0,0,0,0
Rabac1,0,0,0,0,0,0,1,0,0
Etv3,0,0,0,0,0,0,0,0,0
Prkcsh,0,0,0,0,0,0,0,0,0
Elavl3,0,0,0,0,0,0,0,0,0
Rab3b,1,1,0,0,0,0,0,0,0
St8sia6,0,0,0,0,0,0,0,0,0
Fcgrt,0,1,1,1,0,0,1,0,0
Nosip,0,0,0,0,0,0,0,0,0
Pih1d1,0,0,0,0,0,0,0,0,0
Rps11,0,0,0,0,0,0,1,0,0
Supt5h,0,0,0,0,0,0,0,0,0
Dll3,0,0,0,0,0,0,0,0,0
Paf1,0,0,0,0,0,0,0,0,0
Timm50,0,0,0,0,0,0,0,0,0
Med29,0,0,0,0,0,0,0,0,0
Bicd1,0,0,0,0,0,0,0,0,0
Ncstn,0,0,0,0,0,0,0,0,0
Pex19,0,0,0,0,0,0,0,0,0
Phyhip,1,0,0,0,0,0,0,0,0
Crhr2,0,0,1,0,0,0,0,0,0
Inmt,0,0,0,0,0,0,0,0,0
Cyp4f18,0,0,0,0,0,0,0,0,0
Impdh1,0,0,0,0,0,0,0,0,0
Psg18,0,0,0,0,0,0,0,0,0
Dusp3,0,0,0,0,0,0,0,0,0
Prodh,0,0,1,0,0,0,0,0,0
Dgcr14,0,0,0,0,0,0,0,0,0
Slc25a1,0,0,0,0,0,0,0,0,0
Dgcr6,0,0,1,0,0,0,1,0,0
Ddr1,0,0,0,0,0,0,0,0,0
Ier3,0,0,0,0,0,0,1,0,0
Fosb,0,0,0,0,0,0,0,0,0
Klc4,0,0,0,0,0,0,0,0,0
Ercc1,0,0,0,0,0,0,1,0,0
Cyp17a1,0,0,0,0,0,0,1,0,0
As3mt,1,1,1,0,0,0,0,0,0
Homer3,0,0,0,0,0,0,0,0,0
Crtc1,0,1,0,0,0,0,0,0,0
Rnf215,0,0,0,0,0,0,0,0,0
Sec14l2,1,0,1,0,0,0,0,0,0
Aven,0,0,0,0,0,0,1,0,0
Cp,0,0,0,0,0,0,0,0,0
Crot,1,0,1,0,0,0,0,0,0
Rps6ka1,0,0,0,0,0,0,0,0,0
Calb2,0,0,0,0,0,0,0,0,0
Snrnp200,0,0,0,0,0,0,0,0,0
Ciao1,0,0,0,0,0,0,0,0,0
Has1,0,0,0,0,0,0,0,0,0
Taf6l,0,0,0,0,0,0,0,0,0
Insig2,0,0,0,0,0,0,0,0,0
Kpna6,0,0,0,0,0,0,0,0,0
Man1a,0,0,0,0,0,0,0,0,0
Itpkc,0,0,0,0,0,0,0,0,0
Adck4,0,1,1,0,0,0,0,0,0
Brd8,0,0,0,0,0,0,0,0,0
Kif20a,1,1,0,1,1,0,0,0,0
Farsa,0,0,0,0,0,0,0,0,0
Gcdh,1,1,1,0,0,0,0,0,0
Mast2,0,0,0,0,0,0,0,0,0
Dnase2a,0,0,0,0,0,0,0,0,0
Rad23a,0,0,0,0,0,0,0,0,0
Calr,0,0,0,0,0,0,0,0,0
Syce2,1,1,1,0,0,0,0,0,0
Nfat5,0,0,0,0,0,0,0,0,0
Nob1,0,0,0,0,0,0,0,0,0
Nqo1,0,0,1,0,0,0,0,0,0
Ppfia3,0,1,0,0,0,0,0,0,0
Gys1,0,0,0,0,0,0,0,0,0
Ruvbl2,0,0,0,0,0,0,0,0,0
Lin7b,0,0,0,0,0,0,0,0,0
Bax,0,0,0,0,0,0,0,0,0
Il7r,0,0,0,0,0,0,0,0,0
Tfam,0,0,0,0,0,0,0,0,0
Zfp81,0,0,0,0,0,0,0,0,0
Efnb3,1,1,1,1,1,1,0,0,0
Mmd,0,0,0,0,0,0,0,0,0
Hlf,1,1,1,0,0,0,0,0,0
Fam162a,0,0,0,0,0,0,1,0,0
Rpl8,0,0,0,0,0,0,1,0,0
Grm3,0,0,0,0,0,0,0,0,0
Ssbp2,0,0,0,0,0,0,0,0,0
Fancl,1,1,1,0,0,0,0,0,0
Fam5b,0,0,0,0,0,0,1,0,0
Gstm5,0,0,0,0,0,0,0,0,0
Gstm7,1,1,1,1,0,1,0,0,0
Gstm3,0,0,0,0,0,0,0,0,0
Stat3,0,0,0,0,0,0,0,0,0
Stat5a,0,0,0,0,0,0,0,0,0
Ptrf,0,0,0,0,0,0,0,0,0
Map3k11,0,0,0,0,0,0,0,0,0
Akt2,0,0,0,0,0,0,0,0,0
Dnaja3,0,0,0,0,0,0,0,0,0
Hmox2,0,0,0,0,0,0,0,0,0
5730403B10Rik,0,0,0,0,0,0,0,0,0
B230120H23Rik,0,0,0,0,0,0,0,0,0
Cwc15,0,0,0,0,0,0,0,0,0
Col5a3,0,0,0,0,0,0,0,0,0
Dnmt1,0,0,0,0,0,0,0,0,0
Ppan,0,0,0,0,0,0,0,0,0
Angptl2,0,0,0,0,0,0,0,0,0
Cacna1e,0,0,0,0,0,0,0,0,0
Cacna1b,0,0,0,0,0,0,0,0,0
Rg9mtd2,0,0,0,0,0,0,0,0,0
Etv1,0,0,1,0,0,0,0,0,0
Kifc2,1,1,1,0,0,0,0,0,0
Psap,0,0,0,0,0,0,0,0,0
Ikbkg,0,0,0,0,0,0,0,0,0
Pax2,0,1,0,0,0,0,0,0,0
Wars2,0,0,0,1,1,1,0,0,0
Atn1,0,0,0,0,0,0,0,0,0
Phb2,0,0,0,0,0,0,0,0,0
Ptpn6,0,0,0,0,0,0,0,0,0
Eno2,0,0,0,0,0,0,0,0,0
Emg1,0,0,0,0,0,0,0,0,0
Lpcat3,0,0,0,0,0,0,0,0,0
Atp6v1f,0,0,0,0,0,0,0,0,0
Il12b,0,0,0,0,0,0,0,0,0
Clcn5,0,0,0,0,0,0,0,0,0
Clcn3,0,0,0,0,0,1,0,0,0
Hif3a,1,1,1,0,0,0,0,0,0
Gpx6,0,0,0,0,0,0,0,0,0
Gpx5,0,0,0,0,0,0,0,0,0
Pde1c,0,1,0,0,0,0,0,0,0
Utp20,0,0,0,0,0,0,0,0,0
Spic,0,0,0,0,0,0,0,0,0
9330159F19Rik,1,0,1,1,1,1,0,0,0
Cul3,0,0,0,0,0,0,0,0,0
Sst,1,1,1,0,0,0,1,0,0
Il11,0,0,0,0,0,0,0,0,0
Large,0,0,0,0,0,0,0,0,0
Ddx56,0,0,0,0,0,0,0,0,0
Tmed4,0,0,0,0,0,0,1,0,0
Emid2,1,1,0,1,0,1,0,0,0
Bid,0,0,0,0,0,0,0,0,0
Ralb,0,0,0,0,0,0,0,0,0
Ppp1cc,1,1,1,0,0,0,0,0,0
Dnajb11,0,0,0,0,0,0,0,0,0
Tbccd1,0,0,0,0,0,0,0,0,0
Clec11a,0,0,0,0,0,0,0,0,0
Zfp324,0,0,0,0,0,0,0,0,0
Gab2,0,0,0,0,0,0,0,0,0
Coro1c,0,0,0,0,0,0,0,0,0
Tax1bp1,0,0,0,0,0,0,0,0,0
Psg17,0,0,0,0,0,0,0,0,0
Psg19,0,0,0,0,0,0,0,0,0
Ctse,0,0,0,0,0,0,0,0,0
Ndrg2,0,0,1,0,0,0,0,0,0
Mettl17,0,0,1,0,0,0,0,0,0
Arhgef40,0,0,0,0,0,0,0,0,0
Pnpla6,0,0,0,0,0,0,0,0,0
Mcoln1,0,0,0,0,0,0,0,0,0
Arhgef18,0,0,0,0,0,0,0,0,0
Pkn2,0,0,0,0,0,0,0,0,0
Cd33,0,0,0,0,0,0,0,0,0
Etfb,0,0,0,0,0,0,1,0,0
Nkg7,0,0,0,0,0,0,0,0,0
Lim2,0,0,0,0,0,0,0,0,0
Stxbp2,0,0,0,0,0,0,0,0,0
Pcp2,0,1,1,0,0,0,0,0,0
Sgce,0,0,0,0,0,0,1,0,0
Chn2,0,0,0,0,0,0,0,0,0
Wwox,1,1,1,0,0,0,0,0,0
Slbp,0,0,0,0,0,0,0,0,0
Tyr,0,0,0,0,0,0,0,0,0
Ghrhr,0,0,0,0,0,0,0,0,0
Aqp1,0,0,1,0,0,0,0,0,0
Arid3b,0,0,0,0,0,0,0,0,0
Cnn2,0,0,0,0,0,0,0,0,0
Polr2e,0,0,0,0,0,0,1,0,0
Abca13,0,0,0,0,0,0,0,0,0
Myo9b,0,0,0,0,0,0,0,0,0
Hdac9,0,0,0,1,1,1,0,0,0
Ly9,0,0,0,0,0,0,0,0,0
Cd244,0,0,0,0,0,0,0,0,0
Emr1,0,0,0,0,0,0,0,0,0
Mtfp1,1,1,1,0,0,0,0,0,0
Rab23,0,0,0,0,0,0,0,0,0
Rab11a,0,0,0,0,0,0,0,0,0
Eif2b2,0,0,0,0,0,0,0,0,0
Dlst,0,0,0,0,0,0,0,0,0
Pgf,1,1,1,0,0,0,1,0,0
Ulk2,0,0,0,0,0,0,0,0,0
Ccl24,0,0,0,0,0,0,0,0,0
Dgkq,0,0,0,0,0,0,0,0,0
Tmed11,0,0,0,0,0,0,0,0,0
Grap,0,0,0,0,0,0,0,0,0
Pou1f1,0,0,0,0,0,0,0,0,0
Chmp2b,0,0,0,0,0,0,0,0,0
Plod3,0,0,0,0,0,0,0,0,0
Ap1s1,0,0,0,0,0,0,0,0,0
Mapk13,1,1,1,0,0,0,0,0,0
Srpk1,0,0,0,0,0,0,0,0,0
Pax3,0,0,0,0,0,0,0,0,0
Lbr,0,0,0,0,0,0,0,0,0
Crabp2,1,1,1,0,0,0,0,0,0
Nes,0,0,0,0,0,0,0,0,0
Bcan,0,0,0,0,0,0,0,0,0
Hapln2,0,0,0,0,0,0,0,0,0
Prcc,0,0,0,0,0,0,0,0,0
Rrnad1,0,0,0,0,0,0,0,0,0
Hdgf,0,0,0,0,0,0,0,0,0
Slc25a18,0,0,0,0,0,0,0,0,0
Thop1,0,0,0,0,0,0,0,0,0
Apba3,0,0,0,0,0,0,0,0,0
Matk,1,1,1,0,0,0,0,0,0
Pias4,0,0,0,0,0,0,0,0,0
Map2k1,0,0,0,0,0,0,0,0,0
Sgta,0,0,0,0,0,0,0,0,0
Itgb1bp3,0,0,0,0,0,0,0,0,0
5730437N04Rik,0,0,0,0,0,0,0,0,0
Dtx2,0,0,0,0,0,0,0,0,0
Zp3,0,0,0,0,0,0,0,0,0
Hspb1,0,0,0,0,0,0,1,0,0
Rasa4,0,0,0,0,0,0,0,0,0
Syt5,0,0,0,0,0,0,0,0,0
Hnrnpa2b1,0,0,0,0,0,0,0,0,0
Fxyd4,0,0,0,0,0,0,0,0,0
Ccdc130,0,0,0,0,0,0,0,0,0
Mri1,0,0,0,0,0,0,1,0,0
Prkacb,0,0,0,0,0,0,0,0,0
Sgsh,0,0,0,0,0,0,0,0,0
Chd5,0,0,0,0,0,0,0,0,0
Cstb,0,0,0,0,0,0,1,0,0
Sh2b2,0,0,0,0,0,0,0,0,0
Pex5,0,0,0,0,0,0,0,0,0
Jkamp,0,0,0,0,0,0,0,0,0
Cd44,0,0,0,0,0,0,0,0,0
Slc1a2,0,0,0,1,0,0,0,0,0
Eif2ak4,0,0,0,0,0,0,0,0,0
Wdr1,0,0,0,0,0,0,0,0,0
Slc2a9,0,0,0,0,0,0,0,0,0
Wisp1,0,0,0,0,0,0,0,0,0
Ndrg1,0,0,0,0,0,0,0,0,0
4930550C14Rik,0,0,0,0,0,0,0,0,0
Man2b1,0,0,0,0,0,0,0,0,0
Klf5,0,0,0,0,0,0,0,0,0
Wdr83,0,0,0,0,0,0,1,0,0
Prdx2,0,0,0,0,0,0,0,0,0
Polr2a,0,0,0,0,0,0,0,0,0
Shbg,0,0,0,0,0,0,0,0,0
Senp3,0,0,0,0,0,0,0,0,0
Corin,1,1,1,0,0,0,1,1,1
Plekha8,1,1,0,0,0,0,0,0,0
G6pc2,0,0,0,0,0,0,0,0,0
Spc25,0,0,0,0,0,0,0,0,0
Dnahc2,1,1,1,1,0,0,0,0,0
Ripk4,1,1,1,0,0,0,0,0,0
Ufd1l,0,0,0,0,0,0,0,0,0
Zfp287,0,0,0,0,0,0,0,0,0
Prlr,0,0,0,0,0,0,0,0,0
Letm1,0,0,0,0,0,0,0,0,0
Ubqln1,0,0,0,0,0,0,0,0,0
Fgfr4,0,0,0,0,0,0,0,0,0
Cadm3,0,0,0,0,0,0,1,0,0
Fcer1a,0,0,0,0,0,0,0,0,0
Txn2,0,0,0,0,0,0,0,0,0
Casp14,0,0,0,0,0,0,0,0,0
Slc1a6,0,0,0,0,0,0,0,0,0
Slc1a3,0,1,0,0,0,0,0,0,0
Crbn,0,0,0,0,0,0,0,0,0
Il5ra,0,0,0,0,0,0,0,0,0
Msh6,0,0,0,0,0,0,0,0,0
Fbxo11,0,0,0,0,0,0,0,0,0
Mlxipl,1,1,1,0,0,0,0,0,0
Tbl2,0,0,0,0,0,0,0,0,0
Wbscr22,0,0,0,0,0,0,0,0,0
Nid1,0,0,0,0,0,0,0,0,0
Mcm5,0,1,0,0,0,0,0,0,0
Hmox1,0,0,0,0,0,0,0,0,0
Mprip,0,0,0,0,0,0,0,0,0
Cic,0,0,0,0,0,0,0,0,0
Pafah1b3,0,1,1,0,0,0,1,0,0
Il27ra,0,0,0,0,0,0,0,0,0
Prkaca,0,0,0,0,0,0,0,0,0
Asf1b,0,1,0,0,0,0,0,0,0
Myl10,0,0,0,0,0,0,0,0,0
Ddx39,0,0,0,0,0,0,0,0,0
Dnajb1,0,0,0,0,0,0,0,0,0
Msh4,0,0,0,0,0,0,0,0,0
Usp40,0,0,0,0,0,0,0,0,0
Evx1,0,0,0,1,1,1,0,0,0
Kbtbd4,0,0,0,0,0,0,0,0,0
Celf1,0,0,0,0,0,0,0,0,0
Ndufs3,0,0,0,0,0,0,1,0,0
Por,0,0,0,0,0,0,0,0,0
Igf1r,0,0,0,0,0,0,0,0,0
Insr,0,0,0,0,0,0,0,0,0
Fcer2a,0,0,0,0,0,0,0,0,0
Cyp2a5,0,0,0,0,0,0,0,0,0
Atp4a,0,0,1,0,0,0,0,0,0
Trim28,0,0,0,0,0,0,0,0,0
Ube2m,0,0,0,0,0,0,0,0,0
Adcy9,0,0,0,0,0,0,0,0,0
Mef2c,0,0,0,0,0,0,0,0,0
Ctr9,0,0,0,0,0,0,0,0,0
Eif4g2,0,0,0,0,0,0,0,0,0
Mrvi1,0,0,0,0,0,0,0,0,0
Pcyt1a,0,0,0,0,0,0,0,0,0
Zfp592,0,0,0,0,0,0,0,0,0
Psmd4,0,0,0,0,0,0,1,0,0
Tmod4,1,1,1,0,0,0,0,0,0
Insrr,1,1,1,0,0,0,0,0,0
Cabp5,0,0,0,0,0,0,0,0,0
Snx6,0,0,0,0,0,0,0,0,0
Mthfd2,0,0,0,1,0,1,0,0,0
Kit,0,1,0,0,0,0,0,0,0
Tomm40l,0,0,0,0,0,0,0,0,0
Nr1i3,0,0,0,0,0,0,0,0,0
Apoa2,0,0,0,0,0,0,0,0,0
Pan2,1,1,1,0,0,0,0,0,0
Cs,0,0,0,0,0,0,0,0,0
Ampd3,0,0,0,0,0,0,0,0,0
Bcas2,0,0,0,0,0,0,0,0,0
Sh2d1a,0,0,0,0,0,0,0,0,0
Ctcf,0,0,0,0,0,0,0,0,0
Pard6a,0,0,0,0,0,0,0,0,0
Agrp,0,0,0,0,0,0,0,0,0
Pvalb,0,0,0,0,0,0,0,0,0
Tfap4,1,1,1,0,0,0,0,0,0
Ranbp1,0,0,0,0,0,0,0,0,0
Cd247,1,1,0,0,0,0,0,0,0
Rfx5,1,1,1,1,1,0,0,0,0
Psmb4,0,0,0,0,0,0,1,0,0
Mmp8,0,0,0,0,0,0,0,0,0
Slc30a4,0,0,0,0,0,0,0,0,0
Sqrdl,0,0,0,0,0,0,0,0,0
Pldn,0,0,0,0,0,0,0,0,0
Metap1,0,0,0,0,0,0,0,0,0
Gpr108,0,0,0,0,0,0,0,0,0
Tnfsf14,0,0,0,0,0,0,0,0,0
Gata6,0,0,0,0,0,0,0,0,0
Rsl1d1,0,0,0,0,0,0,0,0,0
Cnga2,0,0,0,0,0,0,0,0,0
Apc,0,0,0,0,0,0,0,0,0
Reep5,0,0,0,0,0,0,0,0,0
Ergic3,0,0,0,0,0,0,0,0,0
Uqcc,0,0,0,0,0,0,0,0,0
Spo11,1,1,0,1,0,1,0,0,0
Ncoa2,0,0,0,0,0,0,0,0,0
Prl4a1,0,0,0,0,0,0,0,0,0
Trh,0,1,1,0,0,0,0,0,0
Nr2c2,0,0,0,0,0,0,0,0,0
Nr2c1,0,1,0,0,0,0,0,0,0
Smpd4,0,1,0,0,0,0,0,0,0
Pex1,0,0,0,0,0,0,0,0,0
Otx1,1,1,1,0,0,0,0,0,0
Kctd20,0,0,0,0,0,0,0,0,0
Itgae,0,0,0,0,0,0,0,0,0
Ctns,0,0,0,0,0,0,0,0,0
P2rx5,0,0,0,0,0,0,0,0,0
Shpk,0,0,0,0,0,0,0,0,0
Trpv1,0,0,0,0,0,0,0,0,0
Ephb3,0,0,0,0,0,0,0,0,0
Tuft1,0,0,0,0,0,0,0,0,0
Rcn1,0,0,0,0,0,0,0,0,0
Dnase1,0,0,0,0,0,0,0,0,0
Trap1,0,0,0,0,0,0,0,0,0
Nat15,0,0,0,0,0,0,0,0,0
1700037C18Rik,0,0,0,0,0,0,0,0,0
Ankrd13d,0,1,0,0,0,0,0,0,0
Tyrp1,0,0,0,0,0,0,0,0,0
Tpr,0,0,0,0,0,0,0,0,0
Pdc,0,1,0,0,0,0,0,0,0
BC003331,0,0,0,0,0,0,0,0,0
Prg4,0,0,0,0,0,0,0,0,0
Dhx34,0,1,1,0,0,0,0,0,0
Kptn,0,0,0,0,0,0,0,0,0
Napa,0,0,0,0,0,0,0,0,0
Sra1,0,0,0,0,0,0,1,0,0
Calcoco2,0,0,0,0,0,0,0,0,0
Atp5g1,0,0,0,0,0,0,1,0,0
Snf8,0,0,0,0,0,0,1,0,0
Tbcb,0,0,0,0,0,0,1,0,0
Inpp5k,0,0,0,0,0,0,0,0,0
Crkl,0,0,0,0,0,0,0,0,0
2310043J07Rik,1,1,1,0,0,0,0,0,0
Eps8l1,1,1,1,0,0,0,0,0,0
Clint1,0,0,0,0,0,0,0,0,0
Prss16,0,0,0,0,0,0,0,0,0
Cdkal1,0,0,0,0,0,0,1,0,0
Rhox6,0,0,0,0,0,0,0,0,0
5430419D17Rik,0,0,0,0,0,0,0,0,0
Htra1,0,0,0,1,1,0,0,0,0
Zbtb17,0,0,0,0,0,0,0,0,0
Clcnkb,0,0,0,0,0,0,0,0,0
Fam131c,0,0,0,0,0,0,0,0,0
Fblim1,0,0,0,0,0,0,0,0,0
Hspb7,0,0,1,0,0,0,1,1,1
Epor,0,0,0,0,0,0,0,0,0
Ccdc159,1,1,1,0,0,0,0,0,0
Mob1b,0,0,0,0,0,0,0,0,0
Atp6v1b1,0,0,0,0,0,0,0,0,0
Vax1,0,0,0,0,0,0,0,0,0
Atp6v1b2,0,0,0,0,0,0,0,0,0
Eps15l1,0,0,0,0,0,0,0,0,0
Tep1,0,0,0,0,0,0,0,0,0
Ttc5,0,0,0,0,0,0,0,0,0
Osgep,0,1,0,0,0,0,0,0,0
Aamp,0,0,0,0,0,0,0,0,0
Tmbim1,0,0,0,0,0,0,0,0,0
Arpc2,0,0,0,0,0,0,0,0,0
Wbp7,0,0,0,0,0,0,0,0,0
Zbtb32,0,0,0,0,0,0,0,0,0
Etv2,0,0,0,0,0,0,1,0,0
Upk1a,0,0,0,0,0,0,0,0,0
Tmem147,0,0,0,0,0,0,1,0,0
Rps9,0,0,0,0,0,0,1,0,0
Tfpt,0,0,0,0,0,0,1,0,0
Susd2,0,0,0,0,0,0,0,0,0
Ggt5,0,1,1,0,0,0,0,0,0
Ggt1,0,0,0,0,0,0,0,0,0
Crip2,0,0,0,0,0,0,1,0,0
Crip1,1,0,1,0,0,0,1,0,0
Cbfa2t3,0,1,0,0,0,0,0,0,0
Fbln1,0,1,1,1,1,1,0,0,0
Pgrmc1,0,0,0,0,0,0,0,0,0
Gcat,1,1,0,0,0,1,0,0,0
Tek,1,1,1,0,0,0,0,1,0
Mpl,0,0,1,1,0,0,0,0,0
Elovl1,0,0,0,0,0,0,0,0,0
Med8,0,0,0,0,0,0,0,0,0
Hyi,0,0,0,0,0,0,1,0,0
Cdc20,0,0,0,0,0,0,0,0,0
Adamts4,0,0,0,0,0,0,0,0,0
Pvrl4,0,0,0,0,0,0,0,0,0
Pfdn2,0,0,0,0,0,0,0,0,0
Rnf114,0,0,0,0,0,0,0,0,0
C330007P06Rik,0,0,0,0,0,0,0,0,0
Neurl1a,0,0,0,0,0,0,0,0,0
Srm,0,0,0,0,0,0,0,0,0
Epha2,0,0,0,0,0,0,0,0,0
Rbm14,0,0,0,0,0,0,0,0,0
Actn3,0,0,0,0,0,0,1,0,0
A530013C23Rik,0,0,0,0,0,0,0,0,0
Zdhhc24,0,0,0,0,0,0,0,0,0
Bbs1,1,1,1,0,0,0,0,0,0
Slc34a3,0,0,0,0,0,0,0,0,0
Ndor1,0,0,0,0,0,0,0,0,0
Nelf,0,0,1,0,0,0,0,0,0
Prl7a1,0,0,0,0,0,0,0,0,0
Prl8a9,0,0,0,0,0,0,0,0,0
Pdk1,1,1,1,1,0,1,0,0,0
Ptbp1,0,0,0,0,0,0,0,0,0
Mvd,0,0,0,0,0,0,0,0,0
Cyba,0,0,0,0,0,0,1,0,0
Itih3,0,0,0,0,0,0,0,0,0
Tmem110,0,0,0,0,0,0,0,0,0
Sfmbt1,0,0,0,0,0,0,0,0,0
Itih1,0,0,0,0,0,0,0,0,0
Ihh,0,0,0,0,0,0,0,0,0
Prkag3,0,0,0,0,0,0,0,0,0
Cryba2,0,0,0,0,0,0,0,0,0
Atp7b,1,1,1,0,0,0,0,0,0
Defb2,0,0,0,0,0,0,0,0,0
Slc4a1,0,0,0,0,0,0,0,0,0
Rundc3a,1,0,0,0,0,0,1,0,1
Slc4a3,1,1,1,0,0,0,0,0,0
Cdt1,0,0,0,0,0,0,0,0,0
Runx1t1,0,1,0,0,0,0,0,0,0
Snai3,0,0,0,0,0,0,0,0,0
Aprt,0,0,0,0,0,0,1,0,0
Gtf2h1,0,0,0,0,0,0,0,0,0
Hfe,0,0,1,0,0,0,0,0,0
Abhd1,0,0,0,0,0,0,0,0,0
Slc5a6,0,0,0,0,0,0,0,0,0
Tcf23,0,0,0,0,0,0,0,0,0
Nphs1,0,0,0,0,0,0,0,0,0
Aplp1,0,0,1,0,0,0,1,0,0
Qrich1,0,0,0,0,0,0,0,0,0
P4htm,1,0,1,0,0,0,0,0,0
Usp19,0,0,0,0,0,0,0,0,0
Pola1,0,0,0,0,0,0,0,0,0
Cdc42,0,0,0,0,0,0,0,0,0
Pknox1,0,0,0,0,0,0,0,0,0
D130043K22Rik,0,0,0,0,0,0,0,0,0
Gmnn,1,1,0,0,0,0,0,0,0
Acot13,0,0,0,0,0,1,0,0,0
Zfp184,1,1,1,0,0,1,0,0,0
Cyp27b1,0,0,0,0,0,0,0,0,0
Cdk4,0,0,0,0,0,0,0,0,0
B4galnt1,0,0,0,0,0,0,0,0,0
Mettl1,0,0,0,0,0,0,0,0,0
Tspan31,0,0,0,0,0,0,0,0,0
Kif5b,0,0,0,0,0,0,0,0,0
Saal1,1,1,1,0,0,0,0,0,0
Tph2,0,0,0,0,0,0,0,0,0
Krt23,0,0,0,0,0,0,0,0,0
Cnp,1,1,1,0,0,0,0,0,0
Ttc25,1,0,1,0,0,0,0,0,0
Sulf2,0,0,0,0,0,0,0,0,0
Sod2,0,0,0,0,0,0,0,0,0
Tmco6,0,1,0,0,0,0,0,0,0
Stambp,0,0,0,0,0,0,0,0,0
Ezh1,1,1,1,0,0,0,0,0,0
Hap1,0,1,0,0,0,0,0,0,0
Leprel4,0,0,0,0,0,0,0,0,0
Ctnnb1,0,0,0,0,0,0,0,0,0
Eif1b,0,0,0,0,0,0,0,0,0
Klk4,0,0,0,0,0,0,0,0,0
Chrd,0,0,0,0,0,0,0,0,0
Psmd2,0,0,0,0,0,0,0,0,0
Syngr3,0,0,0,0,0,0,0,0,0
Vars,0,0,0,0,0,0,0,0,0
D17H6S56E-3,0,0,0,0,0,0,0,0,0
Hspa1l,0,0,0,0,0,0,0,0,0
Slc44a4,0,0,0,0,0,0,0,0,0
Msh5,1,1,1,0,0,0,0,0,0
Abhd16a,0,0,0,0,0,0,0,0,0
Neu1,0,0,0,0,0,0,0,0,0
Ddah2,0,0,0,0,0,0,0,0,0
Clic1,0,0,0,0,0,0,0,0,0
Ly6g6c,0,0,0,0,0,0,0,0,0
Lsm2,0,0,0,0,0,0,0,0,0
Pole,1,1,1,0,0,0,0,0,0
Atp1a2,0,0,1,0,0,0,0,1,0
Atp1a4,0,0,0,0,0,0,0,0,0
Casq1,0,0,0,0,1,0,1,1,0
Stx1a,0,0,0,0,0,0,0,0,0
Ceacam9,0,0,0,0,0,0,0,0,0
Zfp775,1,1,1,0,0,1,0,0,0
Scube2,0,0,0,0,0,0,0,0,0
Mrpl49,0,0,0,0,0,0,0,0,0
Dennd2c,0,0,0,0,0,0,0,0,0
Mark3,0,0,0,0,0,0,0,0,0
Gatad1,0,0,0,0,0,0,0,0,0
Pcdha4,0,0,0,0,0,0,0,0,0
2310003L06Rik,0,0,0,0,0,0,0,0,0
M6pr,0,0,0,0,0,0,0,0,0
Lrrc8a,0,0,0,0,0,0,0,0,0
Mc5r,0,0,0,0,0,0,0,0,0
Ppp2r1a,0,0,0,0,0,0,0,0,0
Fance,0,0,0,0,0,0,0,0,0
Tinf2,0,0,0,0,0,0,0,0,0
Tssk4,1,1,1,1,0,1,0,0,0
Hapln4,0,0,0,0,0,0,0,0,0
Dus3l,0,0,0,0,0,0,0,0,0
Gtpbp3,0,0,0,0,0,0,0,0,0
Tgfbr1,0,0,0,0,0,0,0,0,0
Homer1,0,0,0,0,0,0,0,0,0
Rad51c,1,1,1,1,0,1,0,0,0
Gabrb2,1,0,1,1,0,0,0,0,0
Cav1,0,0,0,0,0,0,0,0,0
Arpp19,0,0,0,0,0,0,0,0,0
Bcl2l1,0,0,0,0,0,0,0,0,0
Khsrp,0,0,0,0,0,0,0,0,0
Dio2,0,0,0,0,0,0,0,0,0
Ccdc124,0,0,0,0,0,0,1,0,0
Cct4,0,0,0,0,0,0,0,0,0
0610009B22Rik,0,0,0,0,0,0,0,0,0
Cpt1c,0,0,0,0,0,0,1,0,0
Twist2,1,1,0,1,1,1,0,0,0
Zfp655,0,0,0,0,0,0,0,0,0
Rhoa,0,0,0,0,0,0,0,0,0
Zmiz1,0,0,0,0,0,0,0,0,0
Ankrd26,0,0,0,0,0,0,0,0,0
Aldh16a1,0,0,1,0,0,0,0,0,0
Hnrnpa0,0,0,0,0,0,0,0,0,0
Prrg2,0,0,0,0,0,0,0,0,0
Hnrnph1,0,0,0,0,0,0,0,0,0
1700019E19Rik,0,0,0,0,0,0,1,0,0
Id3,0,0,0,0,0,0,1,0,0
Tcap,0,0,0,0,0,0,0,0,0
Arid1a,0,0,0,0,0,0,0,0,0
Crlf1,1,0,0,0,0,0,0,0,0
Ctsd,0,0,0,0,0,0,0,0,0
Rplp1,0,0,0,0,0,0,1,0,0
4931407G18Rik,0,0,0,0,0,0,0,0,0
Hmgcll1,0,0,0,1,1,1,0,0,0
Ttc9b,0,0,0,0,0,0,1,0,0
Phox2a,0,0,0,0,0,0,1,0,0
Abhd8,0,0,0,0,0,0,0,0,0
Rabl5,0,0,0,0,0,0,1,0,0
Fzd3,1,0,0,0,0,0,0,0,0
1700008O03Rik,0,0,0,0,0,0,0,0,0
Mid1ip1,0,0,0,0,0,0,0,0,0
Ap2s1,0,0,0,0,0,0,1,0,0
